id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26057,-97.73441,Entire home/apt,108,2,685,2024-06-06,3.68,1,329,37,
5769,NW Austin Room,8186,Elizabeth,,78729,30.45697,-97.78422,Private room,48,1,299,2024-06-09,1.73,1,1,12,
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24885,-97.73587,Entire home/apt,,30,120,2022-10-17,0.68,1,0,0,
6448,"Secluded Studio @ Zilker - King Bed, Bright & Airy",14156,Amy,,78704,30.26034,-97.76487,Entire home/apt,159,3,322,2024-05-27,2.07,1,227,22,
8502,Woodland Studio Lodging,25298,Karen,,78741,30.23466,-97.73682,Entire home/apt,48,4,53,2024-04-14,0.30,1,90,2,
13035,Historic house in highly walkable East Austin,50793,Molly,,78702,30.26098,-97.73072,Entire home/apt,115,30,18,2023-06-19,0.11,2,79,1,
22828,Garage Apartment central SE Austin,56488,David,,78741,30.23614,-97.73225,Entire home/apt,58,30,52,2024-05-22,0.30,1,183,2,
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35123,-97.76207,Entire home/apt,450,2,41,2024-04-09,0.25,1,363,2,
47572,Cozy Private Room in North Austin for Longer Stays,215917,Belinda,,78758,30.37783,-97.70749,Private room,48,30,9,2023-11-02,0.14,1,168,2,
50318,Scooby Doo House,12409,Flip,,78705,30.28588,-97.75145,Entire home/apt,75,5,35,2023-12-14,0.21,2,267,2,
57187,"Zilker's Peaceful Haven-Fun, Funky, and Colorful",272156,Lois,,78704,30.25756,-97.76995,Entire home/apt,83,1,1044,2024-06-12,6.37,2,352,58,
69303,Zilker Park Townhome (A Barton Springs Oasis),272156,Lois,,78704,30.26146,-97.77276,Entire home/apt,151,1,247,2024-05-31,1.54,2,332,28,
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.2309,-97.76619,Entire home/apt,,2,445,2022-03-08,2.75,1,0,0,
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24648,-97.74913,Entire home/apt,165,2,186,2024-05-26,1.15,1,81,11,
72833,"Private, Detached Cottage with Full Kitchen",378744,Ellen And Andy,,78731,30.313,-97.75066,Entire home/apt,,3,413,2023-03-26,2.56,1,0,0,
73005,3BR Convenient Gated Townhome w/ Pool Access!,128514,Vivian,,78727,30.41419,-97.73183,Entire home/apt,297,4,44,2023-01-04,0.27,1,119,0,
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.29016,-97.74478,Entire home/apt,116,30,61,2024-05-13,0.38,2,201,1,
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24473,-97.77923,Entire home/apt,139,2,253,2024-04-09,1.57,2,359,4,
75957,Charming 1 Bedroom Cottage Apt In Tarrytown,404260,Kelly,,78703,30.29033,-97.76886,Entire home/apt,118,2,464,2024-06-04,2.87,1,137,30,
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29192,-97.71939,Entire home/apt,125,2,237,2024-05-19,1.46,2,87,11,
76911,EastSideLavishness- A Stay of Comfort and Joy,394012,Cole,,78702,30.26945,-97.72491,Entire home/apt,,2,206,2023-10-29,1.84,1,0,5,
76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.25505,-97.72552,Entire home/apt,,2,16,2019-05-27,0.10,1,0,0,
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.27672,-97.74799,Entire home/apt,,1,6,2019-05-26,0.04,3,0,0,
78422,Living the Dream on Richardine (3br 1ba E. Austin),421002,E. Dixie,,78702,30.27443,-97.71135,Entire home/apt,100,4,28,2024-06-07,0.17,1,60,13,
78884,Cozy Barton Hills Studio | Walk to Zilker Park,2157243,Sean,,78704,30.26126,-97.77358,Entire home/apt,102,2,201,2024-05-08,1.24,7,221,8,
79100,Bungalow-Pool-Hot Tub-51st Area- G.Fiber-Monthly,425706,Robert,,78723,30.30933,-97.6952,Entire home/apt,97,30,40,2024-05-31,0.29,5,180,2,
79603,Beautiful Bouldin Cottage - 78704,428883,Beau,,78704,30.24948,-97.75896,Entire home/apt,168,2,145,2024-05-13,0.90,1,51,5,
79768,East-Side Bungalow,430091,Shawn,,78702,30.26035,-97.73253,Entire home/apt,,4,34,2019-03-11,0.22,2,0,0,
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30393,-97.68872,Entire home/apt,,2,4,2021-05-30,0.05,1,179,0,
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32395,-97.71851,Private room,52,2,292,2024-05-20,1.88,2,310,27,
84771,Campus Retreat,321037,Lucien,,78705,30.29386,-97.74188,Entire home/apt,,2,12,2018-01-01,0.15,2,0,0,
89475,"2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,Greg & Amanda,,78757,30.35681,-97.72618,Entire home/apt,360,45,124,2024-04-15,0.86,12,353,5,
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24498,-97.74935,Entire home/apt,174,1,114,2024-03-17,0.71,2,360,1,
90957,"SOCO Austin, TX Guest Room in 2Bedroom House",236847,Lester,,78704,30.24574,-97.74828,Private room,84,1,11,2024-04-13,0.07,2,360,4,
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24111,-97.76316,Entire home/apt,150,31,139,2023-11-16,0.87,2,187,2,
109005,Historic Artist Bungalow near Town Lake Trail,552705,"Amanda (Marz, Nickname)",,78703,30.282673315905875,-97.76861987810229,Entire home/apt,102,2,28,2024-06-09,0.29,1,1,14,
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.302697072020656,-97.72945057695215,Entire home/apt,120,20,109,2024-05-31,0.72,10,289,8,
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27521,-97.74793,Entire home/apt,,1,2,2019-04-14,0.01,3,0,0,
128326,Austin City Limits-Private Pool-by Nature Preserve,634580,Morrie And Rachel,,78736,30.24309,-98.0028,Entire home/apt,315,3,91,2024-06-09,0.59,1,310,5,
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.302150849943853,-97.73045704342533,Entire home/apt,90,20,94,2024-05-28,0.61,10,340,4,
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30397191433578,-97.73037344431609,Entire home/apt,85,20,108,2024-04-30,0.69,10,303,11,
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30203,-97.74235,Entire home/apt,141,30,211,2024-05-01,1.50,1,168,5,
158398,"Barton Hills Oasis, SXSW, close to Zilker!",760426,Lis,,78704,30.25288,-97.78491,Entire home/apt,999,4,19,2023-10-23,0.13,1,193,2,
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27767,-97.79126,Entire home/apt,800,3,8,2022-02-22,0.05,1,359,0,
174828,Light & Airy Central Austin Retreat,835236,Jenny,,78752,30.33238,-97.71233,Entire home/apt,243,2,384,2024-05-12,2.47,1,0,13,
184853,78704  Austin Getaway Two Bedroom monthly rental.,518748,Rachel,,78704,30.24106,-97.77315,Entire home/apt,135,30,11,2024-04-30,0.17,2,59,4,
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25775,-97.76703,Entire home/apt,500,2,42,2024-04-09,0.31,1,350,2,
202187,South Congress Apartment,989596,John,,78704,30.24867,-97.74678,Entire home/apt,83,1,1033,2024-06-01,6.66,2,265,70,
202753,Parkside Loft - Entire bottom floor of the house.,729047,Tracy,,78703,30.276272,-97.757103,Private room,180,3,17,2024-03-13,0.23,1,87,2,
207054,2/1 Mid-Century Home 1 mile from Downtown,1018853,Merri Gale And Donald,,78741,30.24434,-97.73069,Entire home/apt,138,2,225,2024-06-02,1.46,1,84,21,
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.263203,-97.699829,Entire home/apt,173,3,179,2024-06-10,1.43,1,131,29,
210834,Travis Heights 3BR cottage/walk to S Congress,1039968,Megan,,78704,30.2527,-97.74385,Entire home/apt,328,3,22,2024-02-28,0.16,2,123,3,
216473,The Cliff Studio,1117367,H. G.,,78704,30.26293,-97.76403,Entire home/apt,115,2,0,,,1,273,0,
218402,New to Austin?  Perfect WFH Suite!,1129520,Paulette,,78754,30.36145,-97.64397,Private room,37,28,30,2024-04-14,0.20,1,278,3,
219168,SOCO Living,1134580,Kalu,,78704,30.24519,-97.74486,Entire home/apt,,2,8,2016-10-09,0.05,1,0,0,
221451,Sunny Condo Zilker/Dwntwn: minimum 2 week stay,1114843,Kris,,78704,30.25377,-97.7744,Entire home/apt,109,2,30,2022-10-17,0.20,1,87,0,
222986,Circa 1899 Luxe Spa House - Walk DT,1157982,Lyon,,78702,30.25753,-97.7313,Entire home/apt,500,20,53,2017-10-01,0.35,5,227,0,
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30732,-97.72782,Entire home/apt,120,60,117,2024-04-06,0.75,4,120,3,
227372,The Iconic Allen's Boots Clubhouse!,51183342,Hunter,,78704,30.247942,-97.749763,Entire home/apt,401,1,290,2024-06-09,1.94,6,125,27,
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30289,-97.72961,Entire home/apt,91,20,113,2024-05-30,0.74,10,313,12,
238657,Hill House in Wonderful Bouldin!,1250939,Carole,,78704,30.252,-97.75628,Entire home/apt,182,1,242,2024-05-29,2.22,4,274,45,
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25424,-97.72587,Entire home/apt,48,1,847,2024-06-02,5.64,4,40,91,
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25572,-97.72874,Entire home/apt,177,2,213,2024-06-02,1.43,2,90,34,
252804,"» 2 bed, sleeps 4, 2 miles to DT",1327500,Brooks,,78704,30.23254,-97.75479,Entire home/apt,130,4,91,2021-09-24,0.59,1,102,0,
254232,Exceptional Luxury Home Central Austin,1335409,Eric,,78703,30.278654098510742,-97.75550842285156,Entire home/apt,575,4,11,2024-04-02,0.07,2,271,5,
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25367,-97.77253,Entire home/apt,150,3,62,2024-05-27,0.42,1,345,16,
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28332,-97.76272,Entire home/apt,209,1,124,2024-05-26,0.81,5,260,9,
281182,House in East Austin-great location&near rail,1465788,Michelle,,78702,30.28032,-97.70708,Entire home/apt,300,2,57,2024-05-12,0.38,1,83,5,
282342,3bedroom 2.5bath Kitchen Garage 30days EV CHRGR,1471597,Teresa,,78758,30.36774,-97.7078,Entire home/apt,,30,32,2023-12-21,0.21,1,0,2,
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.19037,-97.79003,Entire home/apt,191,30,67,2023-11-05,0.45,1,293,2,
300574,Historic So Austin RetroHipGroovy LoftCottage78704,167892,Veronica,,78704,30.25508,-97.75767,Entire home/apt,135,2,476,2024-06-09,3.17,1,318,27,
304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.2733,-97.7269,Private room,80,2,383,2024-05-20,2.53,1,300,22,
304866,Big cute clean Casita in SxSAustin TX!,1568741,Jim O',,78745,30.20943,-97.77117,Entire home/apt,89,2,190,2024-04-22,1.26,18,363,10,
305392,SXSW * Eastside * Walk everywhere!,117233,Paige,,78702,30.25688,-97.73244,Entire home/apt,,3,13,2022-03-17,0.09,1,0,0,
315239,Very convenient for SxSW,1617870,John,,78745,30.21467,-97.77901,Entire home/apt,600,3,2,2014-03-17,0.01,1,365,0,
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25472,-97.75562,Entire home/apt,,3,9,2015-03-24,0.06,1,0,0,
319759,Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2656766,-97.7332943,Entire home/apt,885,1,341,2024-05-31,2.28,20,319,32,
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jeremy,,78702,30.25328,-97.72968,Entire home/apt,,4,2,2015-03-18,0.02,1,0,0,
319894,The Perfect Austin Modern Home,1640172,Gary,,78724,30.28354,-97.64966,Entire home/apt,187,2,218,2024-06-09,1.46,1,251,27,
321069,4/3 Central Austin Mid-Century Modern,1644741,Liz,,78704,30.25398,-97.77856,Entire home/apt,850,2,0,,,2,153,0,
322834,Spacious 3/2 East Austin Home,3797734,Leslie And Dylan,,78702,30.26849,-97.71874,Entire home/apt,,4,47,2018-03-25,0.31,1,0,0,
323733,4th St Loft in Downtown Austin!,1654178,Erik,,78701,30.26843,-97.74548,Entire home/apt,,1,360,2019-10-25,2.42,1,0,0,
324480,Charming Central Austin Apartment,1660476,Mark,,78705,30.29905,-97.73881,Entire home/apt,99,30,1,2022-09-20,0.05,2,363,0,
325889,"Fun House, Fantastic Location, Awesome Jacuzzi",1666874,Brian,,78704,30.24583,-97.75472,Entire home/apt,599,3,103,2024-05-13,0.69,1,353,14,
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.30085,-97.80794,Entire home/apt,495,3,7,2022-08-07,0.05,1,320,0,
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27232,-97.72579,Private room,59,2,640,2024-06-01,4.29,5,70,52,
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,,2,0,,,1,0,0,
333442,Rare Secluded 1940s Cool Blue Private Pool,1698318,Virginia,,78703,30.31267,-97.76641,Entire home/apt,238,3,179,2024-04-18,1.26,1,286,10,
333815,Solar Sanctuary - Austin Room,372962,Kim,,78704,30.25381,-97.75262,Private room,102,1,186,2024-05-27,1.25,1,102,16,
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24481,-97.72379,Entire home/apt,,1,2,2013-03-17,0.01,1,0,0,
335231,Travis Heights Urban Farm House,1665428,Krista,,78704,30.23841,-97.74402,Entire home/apt,,28,2,2024-05-03,0.01,1,0,1,
337125,"1800 Sq ft, 3-2 home in NW Austin",261883,Carolyn,,78759,30.42035,-97.76685,Private room,80,32,33,2015-10-06,0.22,1,83,0,
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26543,-97.71338,Entire home/apt,,4,124,2019-03-17,0.83,1,0,0,
341530,The Austinville House South Congress,740347,Chris,,78704,30.24746,-97.75662,Entire home/apt,175,2,204,2024-04-14,1.38,2,96,6,
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24623,-97.75904,Private room,135,2,100,2024-04-14,0.67,1,193,6,
342039,"Garden Guesthouse, central East Austin gem.",1735494,Steph And Joey,,78702,30.25158,-97.73147,Entire home/apt,95,1,399,2024-06-03,2.68,2,148,39,
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41633,-97.75228,Private room,40,31,4,2023-08-31,0.06,1,298,1,
343462,Charming Family Friendly Studio,1742984,Rachel,,78721,30.26895,-97.68947,Entire home/apt,115,1,274,2024-05-12,1.84,1,349,15,
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27293,-97.72288,Entire home/apt,52,30,38,2024-06-06,0.25,1,201,6,
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27247,-97.74796,Entire home/apt,,3,8,2019-11-03,0.05,2,0,0,
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24619,-97.74569,Entire home/apt,189,3,231,2024-04-28,1.69,1,159,49,
345536,Artist's Hm. in Hip Bouldin Creek Area,1752493,Gigi,,78704,30.2466,-97.76157,Entire home/apt,178,3,330,2024-06-09,2.23,2,319,28,
347572,East Austin Bungalow,1761506,Savanna,,78702,30.26448,-97.71715,Entire home/apt,,2,29,2020-03-01,0.19,1,0,0,
347654,"Location! SOCO, S Congress 3bd Home w/ Cowboy Pool",1761915,Charm,,78704,30.23661,-97.7449,Entire home/apt,575,2,70,2024-04-08,0.47,2,124,4,
347935,for formula one only...,1763742,Amber,,78704,30.25152,-97.76212,Entire home/apt,,5,1,2012-03-18,0.01,1,0,0,
349447,"Eastside Cabana - Near UT,Downtown",1770424,Jason,,78702,30.27871,-97.72332,Entire home/apt,100,1,938,2024-06-03,6.29,8,338,99,
349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29932,-97.77631,Private room,72,1,71,2024-06-02,0.54,2,194,3,
350072,Updated Home Near Downtown w/Pool,1714818,Jessica,,78704,30.24643,-97.76403,Entire home/apt,,3,6,2014-11-04,0.04,1,0,0,
351865,French country charming room/bath,1782559,Julie,,78754,30.33345,-97.64937,Private room,,1,0,,,1,0,0,
353261,4/3.5 SoCo Bungalow,1789494,Lara,,78704,30.24276,-97.75211,Entire home/apt,575,3,224,2024-05-12,1.79,1,260,15,
354263,Artsy Guesthouse in Cen. Soco/Sola/Bouldin Creek,1752493,Gigi,,78704,30.24821,-97.76343,Entire home/apt,134,3,427,2024-05-05,2.86,2,321,31,
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25884,-97.73056,Entire home/apt,,3,5,2017-03-15,0.04,1,0,0,
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28885,-97.76001,Entire home/apt,,3,10,2017-05-21,0.07,1,0,0,
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22187,-97.7747,Entire home/apt,,30,21,2021-05-02,0.14,1,0,0,
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24748,-97.74724,Entire home/apt,1000,1,4,2024-03-13,0.03,1,365,1,
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,,1,0,,,1,0,0,
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.28097,-97.75393,Entire home/apt,,2,13,2021-11-29,0.09,1,0,0,
356675,Midcentury Modern in Central Austin,1805253,Trey,,78703,30.3054,-97.76974,Entire home/apt,,30,2,2013-06-01,0.01,1,0,0,
356719,Cozy and Modern Home,1805524,Jai,,78723,30.30571,-97.69464,Entire home/apt,,2,1,2012-11-20,0.01,1,0,0,
356837,Upscale 3 story Downtown Townhouse,1806205,Varun,,78701,30.28184,-97.74276,Entire home/apt,442,28,36,2024-03-14,0.24,3,352,1,
357529,Zilker Home walking distance to Zilker Park,1808807,Renee,,78704,30.25478,-97.76854,Entire home/apt,172,3,393,2024-06-07,2.63,1,129,44,
358164,Beautiful  Private Cottage,1812799,Monica,,78751,30.3124,-97.72007,Private room,104,2,246,2024-05-26,1.65,1,21,16,
358643,Entertainers Delight Close to SOCO,1815367,Kathy,,78704,30.22971,-97.76695,Entire home/apt,,1,0,,,1,0,0,
362460,SXSW  Bungalow Available 2/1,1831617,Chris,,78756,30.31744,-97.74547,Entire home/apt,,4,0,,,1,0,0,
362525,Quiet Country Cottage Near Downtown,1827423,Vicki,,78741,30.22314,-97.71985,Entire home/apt,65,30,42,2024-04-30,0.28,1,169,2,
362662,Downtown Central Austin East - HUGE HOUSE,1832618,Robert,,78702,30.25313,-97.72534,Entire home/apt,821,2,106,2023-11-13,0.75,1,26,4,
363944,The Big Zilker. Minutes to it all!,1840480,Scott & Sally,,78704,30.25795,-97.77202,Entire home/apt,886,4,33,2023-05-08,0.27,12,150,0,
364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,Adriana,,78703,30.27371,-97.75301,Entire home/apt,,5,13,2019-03-14,0.09,1,0,0,
364269,"Zilker Treehouse. Minutes Music, Eateries more.",1840480,Scott & Sally,,78704,30.25954,-97.76978,Entire home/apt,252,4,118,2024-05-28,0.79,12,227,12,
365471,Hip E.Side Downtwn House Walk 2 ALL!,1845598,D.K.,,78702,30.259561656337453,-97.7343602180481,Entire home/apt,326,1,108,2024-04-14,0.72,1,167,5,
367356,"2BR dog-friendly w/patio, W/D, full kitchen",1488733,Vacasa Texas,,78751,30.3065,-97.72278,Entire home/apt,150,1,184,2024-05-11,1.24,13,364,5,
367789,Completely Renovated Mid Century,1856695,John,,78703,30.30549,-97.77147,Entire home/apt,,4,1,2014-03-17,0.01,1,0,0,
369090,SXSW Walk to Downtown. 2br Apt.,1861886,Sarah,,78704,30.25858,-97.75181,Entire home/apt,,1,0,,,1,0,0,
381240,SoCo  LUX Urban abode- Walk to South Congress,1887493,Sobena,,78704,30.2538,-97.74359,Entire home/apt,295,4,15,2024-04-10,0.11,1,172,6,
406911,"Reduced June Rate-Close to Dwntwn, Palmer, & Parks",1652515,Cynthia,,78704,30.25909,-97.756,Entire home/apt,143,1,449,2024-05-27,3.15,1,337,23,
412290,GREAT Room - SOUTH CONGRESS Area!,1726978,Benjamin,,78704,30.23899,-97.7522,Private room,,3,51,2015-05-19,0.36,2,0,0,
424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,Susie & Eoin,,78704,30.241,-97.75371,Entire home/apt,180,30,29,2023-12-01,0.21,1,106,2,
430683,Architectual Gem/ Pool,2141281,Melanie,,78731,30.33875,-97.76135,Entire home/apt,695,31,2,2016-05-30,0.01,4,48,0,
433996,Modern Loft in the Heart of ATX | Walk to Zilker,2157243,Sean,,78704,30.26139,-97.77566,Entire home/apt,105,2,301,2024-06-17,2.05,7,219,21,
435211,Austin Historic home bedroom only,1644218,Cecily,,78701,30.27241,-97.74894,Private room,,2,164,2020-02-15,1.11,2,0,0,
442720,Westlake Woodland Retreat- 10 minutes to City,2200336,Gretchen,,78746,30.29948,-97.79728,Entire home/apt,354,3,108,2024-04-10,0.74,1,2,5,
461404,Cute & Cozy Central Austin House,1021729,Nita,,78756,30.3239,-97.731,Entire home/apt,107,2,98,2024-05-13,0.70,1,141,8,
463790,Classy Private Executive Home,1487463,Al,,78736,30.23945,-97.90395,Entire home/apt,250,30,0,,,1,213,0,
474901,Minutes to Zilker Park and Barton Springs!,2354063,Marit,,78704,30.25174,-97.78213,Entire home/apt,599,2,5,2016-10-10,0.04,1,357,0,
479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,Amanda,,78704,30.258,-97.75195,Private room,62,30,35,2024-03-31,0.24,3,162,2,
485360,Downtown Condo with Austin's skyline view!,2402591,Jane,,78702,30.26778,-97.72849,Entire home/apt,149,4,161,2024-05-19,1.43,1,90,14,
501861,Downtown SoCo Guest House,2476440,Michelle,,78704,30.253061,-97.745712,Entire home/apt,302,2,129,2024-04-28,1.39,3,219,27,
510168,The Retreat,793021,Steve,,78733,30.34253,-97.8616,Entire home/apt,231,3,127,2024-05-05,1.09,2,361,11,
517378,South Austin Condo with Great View,2546917,Clint,,78745,30.20976,-97.81729,Entire home/apt,,1,0,,,1,0,0,
517430,Modern Upper Level Apartment Minutes from Downtown,2546775,Rice,,78705,30.29961,-97.73449,Entire home/apt,149,2,193,2024-06-02,1.48,1,130,10,
522136,Downtown Oasis - Quiet Retreat,2567934,Alexis,,78701,30.27936,-97.74362,Entire home/apt,130,3,526,2024-05-14,3.60,1,124,33,
525231,"Brentwood Guest House, 875 sq ft, Fenced Yard",2507231,Kris,,78757,30.34024,-97.73739,Entire home/apt,140,2,127,2024-05-12,0.89,1,240,14,
528338,Suite Spot (Zilker),2595932,Amber,,78704,30.2619,-97.76328,Entire home/apt,99,2,556,2024-06-16,3.80,2,8,32,
540377,Beautiful SoCo House near downtown,989596,John,,78704,30.24852,-97.74502,Entire home/apt,,3,7,2020-03-21,0.05,2,0,0,
542124,Live Like a Local!,2457470,Sharon,,78702,30.27514,-97.71954,Private room,105,2,60,2024-04-13,0.44,1,358,6,
550221,Inridge Inn in South Austin,543424,Jill,,78745,30.20279,-97.82513,Entire home/apt,85,3,54,2024-04-15,0.37,1,67,2,
560094,"Central Luxury, Hot Tub, Barton Springs. Dogs ok!",4335991,Karen,,78704,30.2478,-97.786,Entire home/apt,395,2,93,2024-03-31,0.65,1,279,3,
563735,Zen Modern Home Near Downtown AUS,2771838,Pamela,,78704,30.25289,-97.79371,Private room,55,30,1,2013-10-07,0.01,1,365,0,
587572,Austin Getaway,7976770,Andrew,,78704,30.24546,-97.76627,Entire home/apt,107,2,199,2024-04-14,1.39,1,260,7,
592958,South Congress Beautiful Peaceful Bungalow,2927288,Tracy,,78704,30.24373,-97.75394,Entire home/apt,258,1,120,2024-06-09,0.88,1,79,32,
602877,Stylish North Central with Pool - Walking friendly,1280071,Alexis,,78757,30.35992,-97.7331,Entire home/apt,85,7,6,2024-02-11,0.04,1,321,2,
607536,Mid-Century Modern East Austin- 2 Rooms in a house,2546033,Adam,,78723,30.30308,-97.67689,Private room,70,30,148,2023-10-23,1.03,4,316,2,
609427,Studio on funky S 3rd St. near SOCO,10615,Simon,,78704,30.24492,-97.76119,Entire home/apt,100,30,63,2024-04-22,0.44,1,173,3,
609618,Clean Room & Own Bath in 50's home,2989106,Janet,,78722,30.29991,-97.71398,Private room,,2,28,2019-12-09,0.20,1,0,0,
622495,The Blue Dahlia--close to Downtown!,12409,Flip,,78705,30.28714,-97.75258,Entire home/apt,73,5,46,2024-04-08,0.33,2,236,7,
628034,Charming Vintage Craftsman w/ Huge Yard - East DT,2436512,Crystal,,78702,30.27191,-97.71989,Entire home/apt,174,1,719,2024-06-08,5.01,8,238,62,
632659,Central/East Maple Ave. Guest House,3147504,Michelle,,78722,30.28273,-97.71702,Entire home/apt,191,2,476,2024-06-09,3.38,1,82,51,
637480,NA Bright Cozy Gem,3179679,Jaz,,78703,30.27808,-97.75098,Entire home/apt,,3,10,2019-10-14,0.11,1,0,0,
644051,"Central Austin, close to everything. Monthly rates",3222157,Tracey,,78704,30.25084,-97.73897,Entire home/apt,786,2,36,2022-06-22,0.28,1,364,0,
649833,SXSW Downtown Austin 94 Walk Score,3262147,Perry,,78701,30.27508,-97.75095,Entire home/apt,,3,1,2013-03-13,0.01,1,365,0,
660425,The Casita on Hether St,3333277,Gisela,,78704,30.25278,-97.77303,Entire home/apt,158,2,179,2024-04-06,1.26,1,164,9,
662226,Brentwood Bungalow-Central-2 BDRMS,543367,Mary,,78757,30.335340560095396,-97.72887964238684,Entire home/apt,160,30,28,2024-05-12,0.20,2,274,4,
664013,Private Room in Rustic Cottage-Multiple Nights,265070,Lata,,78733,30.34998,-97.85608,Private room,82,2,195,2024-04-14,1.40,2,88,5,
666423,Zilker Neighborhood Bungalow SXSW,2350380,Nessa,,78704,30.24831,-97.77864,Entire home/apt,275,2,16,2024-04-09,0.13,3,354,1,
666768,Detached Studio.shared bath/kitchen,2350380,Nessa,,78704,30.24747,-97.77826,Private room,100,2,12,2024-05-28,0.10,3,361,2,
668239,Cheerful Bungalow Close to Downtown Available SXSW,3382193,Ayann & Sebastian,,78704,30.24389,-97.76607,Entire home/apt,,3,115,2022-03-27,0.84,1,0,0,
668301,A Place To Stay In Austin,2885190,John & Carol,,78704,30.24706,-97.75664,Entire home/apt,129,2,184,2024-05-19,1.29,1,45,10,
676107,Private Upstairs Oasis!,3434065,Leia & Keri,,78748,30.15374,-97.80159,Private room,66,1,253,2020-03-13,1.95,2,192,0,
676959,Cozy/ Private Rm in S. Austin!,3434065,Leia & Keri,,78748,30.15391,-97.80261,Private room,52,1,417,2020-02-16,3.15,2,167,0,
685361,Clarksville Casa Grande -4000 sqft 4BR/3.5 BA,3495665,Laura,,78703,30.2803,-97.75612,Entire home/apt,981,2,40,2024-05-26,0.29,1,355,3,
687675,Comfy 3/2 Home on UT shuttle,3509782,Meaghan,,78731,30.3513,-97.76011,Entire home/apt,,2,65,2020-01-02,0.47,1,0,0,
692220,My Treehouse Home in South Austin,3539325,Garret,,78704,30.23537,-97.75171,Entire home/apt,58,30,64,2023-12-31,0.45,2,298,1,
